05-Feb-2024 19:22:53,0.25309205055236816,-0.001044161,0.01361209,-0.005167571,0.006155658
05-Feb-2024 19:22:53,0.5111050605773926,-0.001063665,0.01359693,-0.005169494,0.006161956
05-Feb-2024 19:22:53,0.7909221649169922,-0.001107628,0.01358136,-0.005172263,0.006162356
05-Feb-2024 19:22:54,1.05019211769104,-0.001103603,0.01358262,-0.005177339,0.006163155
05-Feb-2024 19:22:54,1.3098173141479492,-0.001131777,0.01360746,-0.005180568,0.006161256
05-Feb-2024 19:22:54,1.569861650466919,-0.001145089,0.01361293,-0.005181184,0.006161356
05-Feb-2024 19:22:54,1.830214262008667,-0.001150352,0.01362513,-0.005180645,0.006161256
05-Feb-2024 19:22:55,2.089783191680908,-0.00115252,0.01366806,-0.005180492,0.006160556
05-Feb-2024 19:22:55,2.3643124103546143,-0.001154068,0.01371983,-0.005182107,0.006163755
05-Feb-2024 19:22:55,2.624433994293213,-0.001156235,0.01371815,-0.00518126,0.006163355
05-Feb-2024 19:22:55,2.883716583251953,-0.001143232,0.01370258,-0.00518203,0.006160856
05-Feb-2024 19:22:56,3.1428308486938477,-0.001192148,0.0137051,-0.00518203,0.006161156
05-Feb-2024 19:22:56,3.402947187423706,-0.001180693,0.01373877,-0.005181799,0.006160256
05-Feb-2024 19:22:56,3.662764072418213,-0.001193386,0.01373162,-0.005181491,0.006157457
05-Feb-2024 19:22:56,3.9231278896331787,-0.001222488,0.01375813,-0.005180722,0.006158857
05-Feb-2024 19:22:57,4.182838678359985,-0.001223727,0.01381874,-0.005182183,0.006159656
05-Feb-2024 19:22:57,4.4459333419799805,-0.001207628,0.01384273,-0.005182107,0.006157857
05-Feb-2024 19:22:57,4.70583963394165,-0.001209176,0.01383474,-0.005180568,0.006157157
05-Feb-2024 19:22:57,4.965770721435547,-0.001181002,0.01385704,-0.005178031,0.006156757
05-Feb-2024 19:22:58,5.225287914276123,-0.001145399,0.01383726,-0.005178415,0.006156457
05-Feb-2024 19:22:58,5.484679698944092,-0.001138278,0.01383431,-0.0051778,0.006156657
05-Feb-2024 19:22:58,5.744600534439087,-0.001148185,0.01382463,-0.005178723,0.006157757
05-Feb-2024 19:22:59,6.004870176315308,-0.001141993,0.01383179,-0.005179722,0.006158956
05-Feb-2024 19:22:59,6.2639501094818115,-0.001177597,0.01380738,-0.005182183,0.006161556
05-Feb-2024 19:22:59,6.523509979248047,-0.001196482,0.01381916,-0.005182491,0.006162455
05-Feb-2024 19:22:59,6.784039497375488,-0.001176358,0.01379265,-0.005183568,0.006163555
05-Feb-2024 19:23:00,7.043607711791992,-0.001169547,0.01376908,-0.005184568,0.006164555
05-Feb-2024 19:23:00,7.303513765335083,-0.00117481,0.0137413,-0.005184952,0.006166454
05-Feb-2024 19:23:00,7.562977313995361,-0.001178526,0.01373877,-0.005182953,0.006166954
05-Feb-2024 19:23:00,7.822739124298096,-0.001179145,0.01371647,-0.005181799,0.006164355
05-Feb-2024 19:23:01,8.0830819606781,-0.001208247,0.01370805,-0.005180645,0.006161456
