DateTime,Time_S,Volt1_V PS0,Curr1_A PS0,Volt2_V PS0,Curr2_A PS0
16-Nov-2023 14:57:47,0.27956676483154297,0.001726362,0.0003585346,0.004031885,0.0004915156
16-Nov-2023 14:57:47,0.5585176944732666,0.001735338,0.0003513395,0.003995874,0.0004822413
16-Nov-2023 14:57:48,0.8404030799865723,0.001724504,0.0003464655,0.003960663,0.0004806647
16-Nov-2023 14:57:48,1.1234121322631836,0.00170036,0.0003428293,0.003976668,0.0004883624
16-Nov-2023 14:57:48,1.4066493511199951,0.001664145,0.00033664,0.003985871,0.0004933705
16-Nov-2023 14:57:48,1.6871116161346436,0.001696956,0.0003391931,0.004007078,0.0004919794
16-Nov-2023 14:57:49,1.9643878936767578,0.001762887,0.0003437577,0.004019482,0.000497544
16-Nov-2023 14:57:49,2.244392156600952,0.001795698,0.0003452276,0.004025083,0.0005003262
16-Nov-2023 14:57:50,2.8075919151306152,0.001665692,0.000354821,0.003946659,0.0004952254
16-Nov-2023 14:57:50,3.354473352432251,0.001708099,0.0003525,0.004010679,0.0004957818
16-Nov-2023 14:57:51,3.929623603820801,0.001771554,0.0003449181,0.004096705,0.000493927
16-Nov-2023 14:57:51,4.497051239013672,0.001832533,0.0003402762,0.00411311,0.000497173
16-Nov-2023 14:57:52,5.059463262557983,0.001866272,0.0003437577,0.004137517,0.0005026448
16-Nov-2023 14:57:52,5.635127782821655,0.001810865,0.000344454,0.004053892,0.0005140522
16-Nov-2023 14:57:53,6.207993268966675,0.001810246,0.0003466976,0.004020682,0.000510157
16-Nov-2023 14:57:53,6.763441324234009,0.001790436,0.0003500243,0.004051091,0.0005066328
16-Nov-2023 14:57:54,7.34421181678772,0.001689527,0.0003508753,0.004018681,0.0005094151
16-Nov-2023 14:57:55,7.901056289672852,0.001716766,0.0003572193,0.004003076,0.0005113627
16-Nov-2023 14:57:55,8.462130069732666,0.001761649,0.0003628671,0.00401508,0.000514145
16-Nov-2023 14:57:56,9.029641151428223,0.001762577,0.0003511848,0.00398107,0.0004897535
16-Nov-2023 14:57:56,9.598459959030151,0.001752053,0.0003489412,0.004019081,0.0004828905
16-Nov-2023 14:57:57,10.159895420074463,0.001786102,0.0003502564,0.003970666,0.0004955036
16-Nov-2023 14:57:57,10.730589628219604,0.00181427,0.0003550531,0.004007078,0.0005104353
16-Nov-2023 14:57:58,11.295958995819092,0.00190775,0.0003578383,0.004078699,0.000520266
16-Nov-2023 14:57:59,11.85944676399231,0.001935608,0.0003559041,0.004091504,0.0005082094
16-Nov-2023 14:57:59,12.402868747711182,0.00182727,0.0003589214,0.0040799,0.0004898463
16-Nov-2023 14:58:00,12.99673867225647,0.001900321,0.0003582251,0.004123913,0.0004826123
16-Nov-2023 14:58:01,13.589672088623047,0.001932513,0.0003511848,0.004129515,0.0004970802
16-Nov-2023 14:58:01,13.949981927871704,0.001876796,0.0003500243,0.004111509,0.0004947616
16-Nov-2023 14:58:01,14.28040599822998,0.00182077,0.0003509527,0.004139518,0.0004949471
16-Nov-2023 14:58:01,14.563814640045166,0.001708718,0.0003538926,0.004141519,0.0004952254
16-Nov-2023 14:58:02,14.846585273742676,0.001669097,0.0003553626,0.004106308,0.0004923503
16-Nov-2023 14:58:02,15.129796743392944,0.001662288,0.0003607782,0.004082301,0.0004851164
16-Nov-2023 14:58:02,15.411248922348022,0.001697884,0.0003612424,0.004072698,0.000493185
